ref_number,pa_domain_subgroup,line_id,delete,only_stratified_data?,stratified_by,first_author,outcome,overall,outcome_type,sex,sex_subgroups,n_baseline,mean_followup,tot_personyrs,n_months_excluded,total_cases,n_per_category,person_years_per_category,cases_per_category,effect_measure,least_adj_effect,least_adj_lci,least_adj_uci,no_bmi_effect,no_bmi_lci,no_bmi_uci,most_adj_effect,most_adj_lci,most_adj_uci,line_id2,study_section,m_met_h_wk
137,LTPA,4,,,Ethnicity_combined,Moore S.,Prostate cancer,1,Both,Men,1,163677,7,1145739,0,9995,34088,241144,2172,HR,1.11,1.04,1.18,1.11,1.04,1.18,1.04,0.98,1.1,,,37.91
137,LTPA,5,,,Ethnicity_combined,Moore S.,Prostate cancer,1,Both,Men,1,163677,7,1145739,0,9995,34088,226151,1969,HR,1.07,1.01,1.14,1.07,1.01,1.14,1.01,0.95,1.08,,,46.46
145,LTPA,1,,,Sex and diabetes status_combined,Schmid D,Colon cancer,1,Both,Both,3,300718,13,4205553,0,,43778,539625,777,HR,1,,,1,,,1,,,,,0
145,LTPA,2,,,Sex and diabetes status_combined,Schmid D,Colon cancer,1,Both,Both,3,300718,13,4205553,0,,31862,409877,523,HR,0.91,0.82,1.02,0.94,0.85,1.05,0.95,0.85,1.05,,,1.75
145,LTPA,3,,,Sex and diabetes status_combined,Schmid D,Colon cancer,1,Both,Both,3,300718,13,4205553,0,,75964,989023,1185,HR,0.84,0.77,0.93,0.9,0.82,0.98,0.91,0.83,1,,,7
145,LTPA,4,,,Sex and diabetes status_combined,Schmid D,Colon cancer,1,Both,Both,3,300718,13,4205553,0,,77316,1017781,1096,HR,0.75,0.68,0.82,0.82,0.74,0.9,0.83,0.76,0.91,,,19.25
145,LTPA,5,,,Sex and diabetes status_combined,Schmid D,Colon cancer,1,Both,Both,3,300718,13,4205553,0,,71798,951931,1050,HR,0.74,0.68,0.81,0.81,0.73,0.89,0.83,0.76,0.9,,,29.75
145,LTPA,6,,,Sex and diabetes status_combined,Schmid D,Colon cancer,0,Both,Men,1,179634,13,2335242,0,,26391,343083,550,HR,1,,,1,,,1,,,,,0
145,LTPA,7,,,Sex and diabetes status_combined,Schmid D,Colon cancer,0,Both,Men,1,179634,13,2335242,0,,18995,246935,348,HR,0.88,0.76,1.01,0.88,0.76,1.01,0.88,0.76,1.01,,,1.75
145,LTPA,8,,,Sex and diabetes status_combined,Schmid D,Colon cancer,0,Both,Men,1,179634,13,2335242,0,,45151,586963,784,HR,0.83,0.75,0.93,0.83,0.75,0.93,0.83,0.75,0.93,,,7
145,LTPA,9,,,Sex and diabetes status_combined,Schmid D,Colon cancer,0,Both,Men,1,179634,13,2335242,0,,46243,601159,696,HR,0.73,0.65,0.82,0.73,0.65,0.82,0.73,0.65,0.82,,,19.25
145,LTPA,10,,,Sex and diabetes status_combined,Schmid D,Colon cancer,0,Both,Men,1,179634,13,2335242,0,,42854,557102,649,HR,0.73,0.64,0.82,0.73,0.64,0.82,0.73,0.64,0.82,,,29.75
145,LTPA,11,,,Sex and diabetes status_combined,Schmid D,Colon cancer,0,Both,Women,2,121098,13,1574274,0,,17390,226070,231,HR,1,,,1,,,1,,,,,0
145,LTPA,12,,,Sex and diabetes status_combined,Schmid D,Colon cancer,0,Both,Women,2,121098,13,1574274,0,,12867,167271,183,HR,1.09,0.9,1.33,1.09,0.9,1.33,1.09,0.9,1.33,,,1.75
145,LTPA,13,,,Sex and diabetes status_combined,Schmid D,Colon cancer,0,Both,Women,2,121098,13,1574274,0,,30817,400621,421,HR,1.05,0.9,1.23,1.05,0.9,1.23,1.05,0.9,1.23,,,7
145,LTPA,14,,,Sex and diabetes status_combined,Schmid D,Colon cancer,0,Both,Women,2,121098,13,1574274,0,,31078,404014,404,HR,1.01,0.86,1.19,1.01,0.86,1.19,1.01,0.86,1.19,,,19.25
145,LTPA,15,,,Sex and diabetes status_combined,Schmid D,Colon cancer,0,Both,Women,2,121098,13,1574274,0,,28946,376298,365,HR,0.98,0.82,1.15,0.98,0.82,1.15,0.98,0.82,1.15,,,29.75
148,LTPA,85,,,Sex_combined,Wisloff U.,All-cause CVD,1,Fatal,Both,3,56072,16,887534,0,5148,,107029,1272,HR,1,,,1,,,1,,,,,0
148,LTPA,86,,,Sex_combined,Wisloff U.,All-cause CVD,1,Fatal,Both,3,56072,16,887534,0,5148,,260576,1049,HR,0.79,0.73,0.86,0.8,0.73,0.87,0.87,0.79,0.94,,,1.31
148,LTPA,87,,,Sex_combined,Wisloff U.,All-cause CVD,1,Fatal,Both,3,56072,16,887534,0,5148,,56309,457,HR,0.81,0.72,0.9,0.81,0.72,0.9,0.88,0.79,0.98,,,0.38
148,LTPA,88,,,Sex_combined,Wisloff U.,All-cause CVD,1,Fatal,Both,3,56072,16,887534,0,5148,,32212,61,HR,0.65,0.5,0.84,0.65,0.5,0.84,0.74,0.57,0.97,,,0.88
148,LTPA,89,,,Sex_combined,Wisloff U.,All-cause CVD,1,Fatal,Both,3,56072,16,887534,0,5148,,51597,227,HR,0.58,0.5,0.67,0.58,0.5,0.68,0.65,0.56,0.75,,,1.13
148,LTPA,90,,,Sex_combined,Wisloff U.,All-cause CVD,1,Fatal,Both,3,56072,16,887534,0,5148,,82953,126,HR,0.52,0.43,0.63,0.52,0.43,0.63,0.62,0.51,0.75,,,2.63
148,LTPA,91,,,Sex_combined,Wisloff U.,All-cause CVD,1,Fatal,Both,3,56072,16,887534,0,5148,,43667,424,HR,0.75,0.68,0.84,0.75,0.67,0.84,0.83,0.74,0.93,,,0.94
148,LTPA,92,,,Sex_combined,Wisloff U.,All-cause CVD,1,Fatal,Both,3,56072,16,887534,0,5148,,21897,67,HR,0.68,0.53,0.87,0.68,0.53,0.87,0.8,0.62,1.02,,,2.19
148,LTPA,93,,,Sex_combined,Wisloff U.,All-cause CVD,1,Fatal,Both,3,56072,16,887534,0,5148,,41315,305,HR,0.68,0.6,0.77,0.68,0.6,0.78,0.77,0.68,0.87,,,2.81
148,LTPA,94,,,Sex_combined,Wisloff U.,All-cause CVD,1,Fatal,Both,3,56072,16,887534,0,5148,,90971,160,HR,0.54,0.45,0.65,0.54,0.46,0.65,0.7,0.59,0.84,,,6.56
148,LTPA,95,,,Sex_combined,Wisloff U.,All-cause CVD,1,Fatal,Both,3,56072,16,887534,0,5148,,32365,411,HR,0.78,0.69,0.87,0.78,0.69,0.87,0.87,0.77,0.97,,,1.69
148,LTPA,96,,,Sex_combined,Wisloff U.,All-cause CVD,1,Fatal,Both,3,56072,16,887534,0,5148,,7388,38,HR,0.69,0.5,0.95,0.69,0.5,0.95,0.81,0.58,1.12,,,3.94
148,LTPA,97,,,Sex_combined,Wisloff U.,All-cause CVD,1,Fatal,Both,3,56072,16,887534,0,5148,,32417,407,HR,0.69,0.62,0.78,0.69,0.61,0.77,0.77,0.69,0.86,,,5.06
148,LTPA,98,,,Sex_combined,Wisloff U.,All-cause CVD,1,Fatal,Both,3,56072,16,887534,0,5148,,26838,144,HR,0.61,0.51,0.73,0.61,0.51,0.73,0.71,0.59,0.86,,,11.81
148,LTPA,99,,,Sex_combined,Wisloff U.,Coronary heart disease,1,Fatal,Both,3,56072,16,887534,0,2090,,107029,581,HR,1,,,1,,,1,,,,,0
148,LTPA,100,,,Sex_combined,Wisloff U.,Coronary heart disease,1,Fatal,Both,3,56072,16,887534,0,2090,,260576,234,HR,0.82,0.72,0.93,0.82,0.72,0.92,0.89,0.78,1,,,1.31
148,LTPA,101,,,Sex_combined,Wisloff U.,Coronary heart disease,1,Fatal,Both,3,56072,16,887534,0,2090,,56309,117,HR,0.82,0.7,0.95,0.82,0.7,0.95,0.91,0.78,1.07,,,0.38
148,LTPA,102,,,Sex_combined,Wisloff U.,Coronary heart disease,1,Fatal,Both,3,56072,16,887534,0,2090,,32212,36,HR,0.79,0.56,1.12,0.79,0.56,1.12,0.93,0.66,1.32,,,0.88
148,LTPA,103,,,Sex_combined,Wisloff U.,Coronary heart disease,1,Fatal,Both,3,56072,16,887534,0,2090,,51597,113,HR,0.58,0.47,0.71,0.58,0.48,0.72,0.66,0.54,0.81,,,1.13
148,LTPA,104,,,Sex_combined,Wisloff U.,Coronary heart disease,1,Fatal,Both,3,56072,16,887534,0,2090,,82953,72,HR,0.52,0.41,0.68,0.52,0.4,0.68,0.66,0.51,0.85,,,2.63
148,LTPA,105,,,Sex_combined,Wisloff U.,Coronary heart disease,1,Fatal,Both,3,56072,16,887534,0,2090,,43667,188,HR,0.75,0.63,0.88,0.74,0.63,0.88,0.84,0.71,1,,,0.94
148,LTPA,106,,,Sex_combined,Wisloff U.,Coronary heart disease,1,Fatal,Both,3,56072,16,887534,0,2090,,21897,31,HR,0.61,0.42,0.88,0.61,0.42,0.88,0.74,0.51,1.07,,,2.19
148,LTPA,107,,,Sex_combined,Wisloff U.,Coronary heart disease,1,Fatal,Both,3,56072,16,887534,0,2090,,41315,144,HR,0.69,0.57,0.83,0.69,0.57,0.83,0.79,0.65,0.95,,,2.81
148,LTPA,108,,,Sex_combined,Wisloff U.,Coronary heart disease,1,Fatal,Both,3,56072,16,887534,0,2090,,90971,96,HR,0.59,0.47,0.74,0.59,0.47,0.74,0.81,0.64,1.02,,,6.56
148,LTPA,109,,,Sex_combined,Wisloff U.,Coronary heart disease,1,Fatal,Both,3,56072,16,887534,0,2090,,32365,189,HR,0.8,0.68,0.94,0.8,0.68,0.94,0.93,0.79,1.1,,,1.69
148,LTPA,110,,,Sex_combined,Wisloff U.,Coronary heart disease,1,Fatal,Both,3,56072,16,887534,0,2090,,7388,24,HR,0.88,0.58,1.32,0.88,0.58,1.32,1.09,0.72,1.65,,,3.94
148,LTPA,111,,,Sex_combined,Wisloff U.,Coronary heart disease,1,Fatal,Both,3,56072,16,887534,0,2090,,32417,189,HR,0.71,0.59,0.84,0.7,0.59,0.84,0.8,0.67,0.95,,,5.06
148,LTPA,112,,,Sex_combined,Wisloff U.,Coronary heart disease,1,Fatal,Both,3,56072,16,887534,0,2090,,26838,76,HR,0.64,0.5,0.82,0.64,0.5,0.82,0.78,0.61,1,,,11.81
148,LTPA,113,,,Sex_combined,Wisloff U.,Stroke,1,Fatal,Both,3,56072,16,887534,0,1356,,107029,341,HR,1,,,1,,,1,,,,,0
148,LTPA,114,,,Sex_combined,Wisloff U.,Stroke,1,Fatal,Both,3,56072,16,887534,0,1356,,260576,282,HR,0.9,0.76,1.06,0.9,0.76,1.06,0.96,0.82,1.14,,,1.31
148,LTPA,115,,,Sex_combined,Wisloff U.,Stroke,1,Fatal,Both,3,56072,16,887534,0,1356,,56309,123,HR,0.83,0.67,1.02,0.83,0.67,1.02,0.89,0.72,1.09,,,0.38
148,LTPA,116,,,Sex_combined,Wisloff U.,Stroke,1,Fatal,Both,3,56072,16,887534,0,1356,,32212,14,HR,0.71,0.41,1.21,0.7,0.41,1.21,0.76,0.44,1.31,,,0.88
148,LTPA,117,,,Sex_combined,Wisloff U.,Stroke,1,Fatal,Both,3,56072,16,887534,0,1356,,51597,54,HR,0.56,0.42,0.75,0.56,0.42,0.75,0.63,0.47,0.84,,,1.13
148,LTPA,118,,,Sex_combined,Wisloff U.,Stroke,1,Fatal,Both,3,56072,16,887534,0,1356,,82953,26,HR,0.56,0.37,0.84,0.56,0.37,0.84,0.65,0.43,0.98,,,2.63
148,LTPA,119,,,Sex_combined,Wisloff U.,Stroke,1,Fatal,Both,3,56072,16,887534,0,1356,,43667,119,HR,0.78,0.63,0.97,0.78,0.63,0.96,0.85,0.68,1.05,,,0.94
148,LTPA,120,,,Sex_combined,Wisloff U.,Stroke,1,Fatal,Both,3,56072,16,887534,0,1356,,21897,19,HR,0.91,0.57,1.45,0.9,0.57,1.44,1.02,0.64,1.62,,,2.19
148,LTPA,121,,,Sex_combined,Wisloff U.,Stroke,1,Fatal,Both,3,56072,16,887534,0,1356,,41315,84,HR,0.72,0.57,0.93,0.73,0.57,0.93,0.8,0.62,1.02,,,2.81
148,LTPA,122,,,Sex_combined,Wisloff U.,Stroke,1,Fatal,Both,3,56072,16,887534,0,1356,,90971,31,HR,0.53,0.36,0.79,0.54,0.36,0.79,0.63,0.43,0.94,,,6.56
148,LTPA,123,,,Sex_combined,Wisloff U.,Stroke,1,Fatal,Both,3,56072,16,887534,0,1356,,32365,112,HR,0.76,0.62,0.95,0.76,0.62,0.95,0.83,0.67,1.03,,,1.69
148,LTPA,124,,,Sex_combined,Wisloff U.,Stroke,1,Fatal,Both,3,56072,16,887534,0,1356,,7388,7,HR,0.54,0.25,1.16,0.54,0.25,1.15,0.58,0.27,1.24,,,3.94
148,LTPA,125,,,Sex_combined,Wisloff U.,Stroke,1,Fatal,Both,3,56072,16,887534,0,1356,,32417,109,HR,0.7,0.56,0.88,0.7,0.56,0.88,0.72,0.58,0.91,,,5.06
148,LTPA,126,,,Sex_combined,Wisloff U.,Stroke,1,Fatal,Both,3,56072,16,887534,0,1356,,26838,35,HR,0.62,0.43,0.9,0.62,0.43,0.9,0.64,0.44,0.93,,,11.81
183,LTPA,7,,,Sex_combined,McDonell,Stroke,1,Both,Both,3,27348,5.7,155884,0,918,8187,46666,254,HR,1,,,1,,,1,,,1,3,0
183,LTPA,8,,,Sex_combined,McDonell,Stroke,1,Both,Both,3,27348,5.7,155884,0,918,10003,57018,334,HR,0.98,0.85,1.14,0.96,0.82,1.12,1.03,0.78,1.35,2,3,5.25
183,LTPA,9,,,Sex_combined,McDonell,Stroke,1,Both,Both,3,27348,5.7,155884,0,918,9158,52201,330,HR,0.85,0.72,1,0.85,0.71,1.01,0.89,0.66,1.2,3,3,13.13
185,LTPA,7,,,Sex_combined,"Stamatakis, E.",All-cause CVD ,1,Both,Both,3,13594,8.4,114189,12,890,4988,41900,353,HR,1,,,1,,,1,,,,,7.88
185,LTPA,8,,,Sex_combined,"Stamatakis, E.",All-cause CVD ,1,Both,Both,3,13594,8.4,114189,12,890,3782,31768,242,HR,0.81,0.69,0.96,0.83,0.7,0.98,1.02,0.86,1.22,,,12.86
185,LTPA,9,,,Sex_combined,"Stamatakis, E.",All-cause CVD ,1,Both,Both,3,13594,8.4,114189,12,890,4824,40521,199,HR,0.61,0.51,0.73,0.65,0.54,0.78,0.86,0.72,1.04,,,18.38
193,LTPA,37,,,Sex_combined,Matthews C,All-cause mortality,1,Fatal,Both,3,63308,6.4,405171,0,3613,15801,101126,1325,HR,1,,,,,,1,,,,,3.52
193,LTPA,38,,,Sex_combined,Matthews C,All-cause mortality,1,Fatal,Both,3,63308,6.4,405171,0,3613,15877,101613,881,HR,0.87,0.8,0.95,,,,0.86,0.79,0.94,,,10.66
193,LTPA,39,,,Sex_combined,Matthews C,All-cause mortality,1,Fatal,Both,3,63308,6.4,405171,0,3613,15798,101107,705,HR,0.81,0.74,0.9,,,,0.81,0.73,0.89,,,20.05
193,LTPA,40,,,Sex_combined,Matthews C,All-cause mortality,1,Fatal,Both,3,63308,6.4,405171,0,3613,15832,101325,702,HR,0.78,0.7,0.86,,,,0.77,0.69,0.85,,,31.63
193,LTPA,41,,,Sex_combined,Matthews C,All-cause CVD ,1,Fatal,Both,3,63308,6.4,405171,0,1040,15801,101126,389,HR,1,,,,,,1,,,,,3.52
193,LTPA,42,,,Sex_combined,Matthews C,All-cause CVD ,1,Fatal,Both,3,63308,6.4,405171,0,1040,15877,101613,238,HR,0.82,0.69,0.97,,,,0.81,0.69,0.96,,,10.66
193,LTPA,43,,,Sex_combined,Matthews C,All-cause CVD ,1,Fatal,Both,3,63308,6.4,405171,0,1040,15798,101107,207,HR,0.84,0.7,1.01,,,,0.84,0.7,1,,,20.05
193,LTPA,44,,,Sex_combined,Matthews C,All-cause CVD ,1,Fatal,Both,3,63308,6.4,405171,0,1040,15832,101325,206,HR,0.82,0.68,0.99,,,,0.82,0.68,0.99,,,31.63
193,LTPA,45,,,Sex_combined,Matthews C,All-cause cancer,1,Fatal,Both,3,63308,6.4,405171,0,905,15801,101126,328,HR,1,,,,,,1,,,,,3.52
193,LTPA,46,,,Sex_combined,Matthews C,All-cause cancer,1,Fatal,Both,3,63308,6.4,405171,0,905,15877,101613,219,HR,0.82,0.69,0.98,,,,0.82,0.68,0.98,,,10.66
193,LTPA,47,,,Sex_combined,Matthews C,All-cause cancer,1,Fatal,Both,3,63308,6.4,405171,0,905,15798,101107,179,HR,0.8,0.66,0.97,,,,0.79,0.65,0.96,,,20.05
193,LTPA,48,,,Sex_combined,Matthews C,All-cause cancer,1,Fatal,Both,3,63308,6.4,405171,0,905,15832,101325,179,HR,0.78,0.64,0.96,,,,0.78,0.63,0.96,,,31.63
202,LTPA,13,,,Sex_combined,"Carlsson, S. ",All-cause mortality,1,Fatal,Both,3,26218,,690355,24,1800,,155396,504,HR,1,,,1,,,1,,,,,0
202,LTPA,14,,,Sex_combined,"Carlsson, S. ",All-cause mortality,1,Fatal,Both,3,26218,,690355,24,1800,,460876,1179,HR,0.83,0.74,0.93,0.83,0.74,0.93,0.83,0.74,0.93,,,5.25
202,LTPA,15,,,Sex_combined,"Carlsson, S. ",All-cause mortality,1,Fatal,Both,3,26218,,690355,24,1800,,74083,117,HR,0.67,0.54,0.83,0.67,0.54,0.83,0.67,0.54,0.83,,,13.13
202,LTPA,16,,,Sex_combined,"Carlsson, S. ",All-cause CVD ,1,Fatal,Both,3,26218,,690355,24,683,,155396,189,HR,1,,,1,,,1,,,,,0
202,LTPA,17,,,Sex_combined,"Carlsson, S. ",All-cause CVD ,1,Fatal,Both,3,26218,,690355,24,683,,460876,461,HR,0.86,0.73,1,0.86,0.73,1,0.86,0.73,1,,,5.25
202,LTPA,18,,,Sex_combined,"Carlsson, S. ",All-cause CVD ,1,Fatal,Both,3,26218,,690355,24,683,,74083,33,HR,0.52,0.36,0.75,0.52,0.36,0.75,0.52,0.36,0.75,,,13.13
212,LTPA,19,,,Sex_combined,Hu G,All-cause mortality,1,Fatal,Both,3,47212,17.7,836288,0,7394,5745,94196,1381,HR,1,,,1,,,1,,,,,0
212,LTPA,20,,,Sex_combined,Hu G,All-cause mortality,1,Fatal,Both,3,47212,17.7,836288,0,7394,21441,375811,3432,HR,0.62,0.58,0.66,0.62,0.58,0.66,0.69,0.65,0.74,,,13.13
212,LTPA,21,,,Sex_combined,Hu G,All-cause mortality,1,Fatal,Both,3,47212,17.7,836288,0,7394,20026,360281,2581,HR,0.53,0.49,0.56,0.53,0.49,0.56,0.61,0.57,0.65,,,26.25
212,LTPA,22,,,Sex_combined,Hu G,All-cause CVD ,1,Fatal,Both,3,47212,17.7,836288,0,3378,5745,94196,640,HR,1,,,1,,,1,,,,,0
212,LTPA,23,,,Sex_combined,Hu G,All-cause CVD ,1,Fatal,Both,3,47212,17.7,836288,0,3378,21441,375811,1576,HR,0.63,0.57,0.69,0.63,0.57,0.69,0.72,0.66,0.79,,,13.13
212,LTPA,24,,,Sex_combined,Hu G,All-cause CVD ,1,Fatal,Both,3,47212,17.7,836288,0,3378,20026,366281,1162,HR,0.54,0.48,0.6,0.54,0.48,0.6,0.64,0.57,0.71,,,26.25
212,LTPA,25,,,Sex_combined,Hu G,All-cause cancer,1,Fatal,Both,3,47212,17.7,836288,0,2039,5745,94196,326,HR,1,,,1,,,1,,,,,0
212,LTPA,26,,,Sex_combined,Hu G,All-cause cancer,1,Fatal,Both,3,47212,17.7,836288,0,2039,21441,375811,984,HR,0.77,0.68,0.87,0.77,0.68,0.87,0.84,0.74,0.96,,,13.13
212,LTPA,27,,,Sex_combined,Hu G,All-cause cancer,1,Fatal,Both,3,47212,17.7,836288,0,2039,20026,366281,729,HR,0.67,0.59,0.77,0.67,0.59,0.77,0.76,0.66,0.87,,,26.25
213,LTPA,7,,,Sex_combined,Hu G,All-cause CVD ,1,Both,Both,3,18892,9.8,170362,24,818,2396,20921,182,HR,1,,,1,,,1,,,,,0
213,LTPA,8,,,Sex_combined,Hu G,All-cause CVD ,1,Both,Both,3,18892,9.8,170362,24,818,9008,78712,413,HR,0.59,0.5,0.7,0.59,0.5,0.7,0.72,0.6,0.87,,,13.13
213,LTPA,9,,,Sex_combined,Hu G,All-cause CVD ,1,Both,Both,3,18892,9.8,170362,24,818,7488,70729,223,HR,0.52,0.42,0.63,0.52,0.42,0.63,0.66,0.54,0.82,,,26.25
229,LTPA,15,,,Sex_combined,Brown et al.,All-cause mortality,1,Fatal,Both,3,18106,11,210816,24,5870,5180,57816,1941,HR,1,,,,,,1,,,,,0
229,LTPA,16,,,Sex_combined,Brown et al.,All-cause mortality,1,Fatal,Both,3,18106,11,210816,24,5870,1849,19672,530,HR,0.85,0.77,0.93,,,,0.85,0.77,0.93,,,1.4
229,LTPA,17,,,Sex_combined,Brown et al.,All-cause mortality,1,Fatal,Both,3,18106,11,210816,24,5870,1259,14030,360,HR,0.77,0.69,0.86,,,,0.77,0.69,0.86,,,4.26
229,LTPA,18,,,Sex_combined,Brown et al.,All-cause mortality,1,Fatal,Both,3,18106,11,210816,24,5870,1450,16168,427,HR,0.8,0.72,0.88,,,,0.8,0.72,0.88,,,6.25
229,LTPA,19,,,Sex_combined,Brown et al.,All-cause mortality,1,Fatal,Both,3,18106,11,210816,24,5870,2987,33880,870,HR,0.76,0.7,0.82,,,,0.76,0.7,0.82,,,10.32
229,LTPA,20,,,Sex_combined,Brown et al.,All-cause mortality,1,Fatal,Both,3,18106,11,210816,24,5870,2495,28600,755,HR,0.78,0.71,0.85,,,,0.78,0.71,0.85,,,16.53
229,LTPA,21,,,Sex_combined,Brown et al.,All-cause mortality,1,Fatal,Both,3,18106,11,210816,24,5870,3528,40650,986,HR,0.7,0.65,0.76,,,,0.7,0.65,0.76,,,22.82
235,LTPA,7,,,Sex_combined,Pedersen et al.,Coronary heart disease,1,Fatal,Both,3,11914,20,238280,60,1242,,27058,1978,HR,1,,,1,,,1,,,,,1.5
235,LTPA,8,,,Sex_combined,Pedersen et al.,Coronary heart disease,1,Fatal,Both,3,11914,20,238280,60,1242,,120470,5770,HR,0.65,0.56,0.75,0.65,0.56,0.75,0.71,0.61,0.83,,,10.5
235,LTPA,9,,,Sex_combined,Pedersen et al.,Coronary heart disease,1,Fatal,Both,3,11914,20,238280,60,1242,,90752,4166,HR,0.63,0.54,0.73,0.63,0.54,0.73,0.71,0.61,0.83,,,17.5
239,LTPA,43,,,Sex_combined,Patel et al.,All-cause mortality,1,Fatal,Both,3,123216,14,1475124,12,18960,,170754,2343,HR,1,,,,,,1,,,,,6.25
239,LTPA,44,,,Sex_combined,Patel et al.,All-cause mortality,1,Fatal,Both,3,123216,14,1475124,12,18960,,123116,1690,HR,0.93,0.87,0.99,,,,0.94,0.88,1,,,16.32
239,LTPA,45,,,Sex_combined,Patel et al.,All-cause mortality,1,Fatal,Both,3,123216,14,1475124,12,18960,,246616,2779,HR,0.83,0.78,0.87,,,,0.83,0.79,0.88,,,22.18
239,LTPA,46,,,Sex_combined,Patel et al.,All-cause mortality,1,Fatal,Both,3,123216,14,1475124,12,18960,,328764,3872,HR,0.83,0.79,0.88,,,,0.83,0.79,0.88,,,29.58
239,LTPA,47,,,Sex_combined,Patel et al.,All-cause mortality,1,Fatal,Both,3,123216,14,1475124,12,18960,,273872,3112,HR,0.79,0.74,0.83,,,,0.79,0.75,0.83,,,38.51
239,LTPA,48,,,Sex_combined,Patel et al.,All-cause mortality,1,Fatal,Both,3,123216,14,1475124,12,18960,,187945,2225,HR,0.77,0.73,0.82,,,,0.78,0.73,0.82,,,47.48
239,LTPA,49,,,Sex_combined,Patel et al.,All-cause mortality,1,Fatal,Both,3,123216,14,1475124,12,18960,,144057,3209,HR,0.77,0.73,0.81,,,,0.77,0.73,0.82,,,56.49
239,LTPA,50,,,Sex_combined,Patel et al.,All-cause CVD,1,Fatal,Both,3,123216,14,1475124,12,6369,,170754,805,HR,1,,,,,,1,,,,,6.25
239,LTPA,51,,,Sex_combined,Patel et al.,All-cause CVD,1,Fatal,Both,3,123216,14,1475124,12,6369,,123116,577,HR,0.92,0.82,1.02,,,,0.92,0.82,1.02,,,16.32
239,LTPA,52,,,Sex_combined,Patel et al.,All-cause CVD,1,Fatal,Both,3,123216,14,1475124,12,6369,,246616,896,HR,0.78,0.71,0.86,,,,0.78,0.71,0.86,,,22.18
239,LTPA,53,,,Sex_combined,Patel et al.,All-cause CVD,1,Fatal,Both,3,123216,14,1475124,12,6369,,328764,1302,HR,0.81,0.75,0.89,,,,0.81,0.75,0.89,,,29.58
239,LTPA,54,,,Sex_combined,Patel et al.,All-cause CVD,1,Fatal,Both,3,123216,14,1475124,12,6369,,273872,1007,HR,0.74,0.68,0.82,,,,0.74,0.68,0.82,,,38.51
239,LTPA,55,,,Sex_combined,Patel et al.,All-cause CVD,1,Fatal,Both,3,123216,14,1475124,12,6369,,187945,740,HR,0.75,0.68,0.83,,,,0.75,0.68,0.83,,,47.48
239,LTPA,56,,,Sex_combined,Patel et al.,All-cause CVD,1,Fatal,Both,3,123216,14,1475124,12,6369,,144057,1042,HR,0.73,0.66,0.8,,,,0.73,0.66,0.8,,,56.49
239,LTPA,57,,,Sex_combined,Patel et al.,All-cause cancer,1,Fatal,Both,3,123216,14,1475124,12,6989,,170754,792,HR,1,,,,,,1,,,,,6.25
239,LTPA,58,,,Sex_combined,Patel et al.,All-cause cancer,1,Fatal,Both,3,123216,14,1475124,12,6989,,123116,574,HR,0.96,0.86,1.07,,,,0.96,0.86,1.07,,,16.32
239,LTPA,59,,,Sex_combined,Patel et al.,All-cause cancer,1,Fatal,Both,3,123216,14,1475124,12,6989,,246616,1024,HR,0.92,0.84,1,,,,0.92,0.84,1,,,22.18
239,LTPA,60,,,Sex_combined,Patel et al.,All-cause cancer,1,Fatal,Both,3,123216,14,1475124,12,6989,,328764,1389,HR,0.9,0.82,0.98,,,,0.9,0.82,0.98,,,29.58
239,LTPA,61,,,Sex_combined,Patel et al.,All-cause cancer,1,Fatal,Both,3,123216,14,1475124,12,6989,,273872,1135,HR,0.87,0.79,0.95,,,,0.87,0.79,0.95,,,38.51
239,LTPA,62,,,Sex_combined,Patel et al.,All-cause cancer,1,Fatal,Both,3,123216,14,1475124,12,6989,,187945,839,HR,0.9,0.81,0.99,,,,0.9,0.81,0.99,,,47.48
239,LTPA,63,,,Sex_combined,Patel et al.,All-cause cancer,1,Fatal,Both,3,123216,14,1475124,12,6989,,144057,1236,HR,0.95,0.84,1.07,,,,0.95,0.84,1.07,,,56.49
255,LTPA,13,,,Sex_combined,Thune et al.,Colon cancer,1,Both,Both,3,81457,,1305607,12,399,21280,347116,70,HR,1,,,,,,1,,,,,0
255,LTPA,14,,,Sex_combined,Thune et al.,Colon cancer,1,Both,Both,3,81457,,1305607,12,399,58080,947392,231,HR,0.86,0.65,1.13,,,,0.86,0.65,1.13,,,14
255,LTPA,15,,,Sex_combined,Thune et al.,Colon cancer,1,Both,Both,3,81457,,1305607,12,399,27044,441138,98,HR,1.18,0.84,1.66,,,,1.18,0.84,1.66,,,28
255,LTPA,16,,,Sex_combined,Thune et al.,Rectum cancer,1,Both,Both,3,81457,,1305607,12,224,16976,271728,38,HR,1,,,,,,1,,,,,0
255,LTPA,17,,,Sex_combined,Thune et al.,Rectum cancer,1,Both,Both,3,81457,,1305607,12,224,48140,769633,146,HR,1.31,0.92,1.87,,,,1.31,0.92,1.87,,,14
255,LTPA,18,,,Sex_combined,Thune et al.,Rectum cancer,1,Both,Both,3,81457,,1305607,12,224,16341,264247,40,HR,1.06,0.68,1.65,,,,1.06,0.68,1.65,,,28
256,LTPA,7,,,Sex_combined,Thune et al.,Lung cancer,1,Both,Both,3,81457,15.5,1305607,12,453,16976,271728,137,HR,1,,,,,,1,,,,,0
